,Unnamed: 0,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,no_bookings_prop,no_found_prop
2515,2515,165,2013-02-25 15:00:46,7,100,,,219,11991,2,3.0,0,3.71,0.2468,4.46,22,49.7,1,22997,2,59,2,1,1,1,-44.6136,2300.93,0,-1.0,,,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,26.0,0.0,,,0.0,,,0.0,0.0,7.0,0,,0,0.0,0.0
2516,2516,165,2013-02-25 15:00:46,7,100,,,219,16631,2,4.0,0,3.87,0.3195,4.7,37,78.93,0,22997,2,59,2,1,1,1,-44.1763,2301.29,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2517,2517,165,2013-02-25 15:00:46,7,100,,,219,19465,3,3.5,1,3.87,0.3289,4.77,14,80.88,1,22997,2,59,2,1,1,1,-40.6913,2301.28,0,1.0,,,1.0,0.0,16.0,0.0,0.0,,0.0,,,0.0,0.0,14.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2518,2518,165,2013-02-25 15:00:46,7,100,,,219,22414,3,4.5,1,3.78,0.1959,5.07,21,128.63,0,22997,2,59,2,1,1,1,-45.0929,2301.0,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2519,2519,165,2013-02-25 15:00:46,7,100,,,219,30949,3,3.5,0,3.74,0.286,4.47,27,44.83,1,22997,2,59,2,1,1,1,-44.1006,2300.99,0,1.0,,,1.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2520,2520,165,2013-02-25 15:00:46,7,100,,,219,31576,3,3.5,1,3.87,0.3375,4.78,35,83.8,0,22997,2,59,2,1,1,1,-40.843,2301.02,0,0.0,,,0.0,0.0,14.0,-1.0,0.0,14.0,0.0,,,0.0,0.0,14.0,-1.0,,,-1.0,,,-1.0,0.0,14.0,0,,0,0.0,0.0
2521,2521,165,2013-02-25 15:00:46,7,100,,,219,33405,3,3.5,1,3.33,0.087,5.12,10,107.19,0,22997,2,59,2,1,1,1,-45.3627,2300.47,0,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2522,2522,165,2013-02-25 15:00:46,7,100,,,219,35187,2,4.0,1,3.0,0.0613,4.41,31,70.16,0,22997,2,59,2,1,1,1,-44.6898,2300.03,0,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2523,2523,165,2013-02-25 15:00:46,7,100,,,219,40111,3,4.5,1,3.0,0.0829,4.98,30,92.57,0,22997,2,59,2,1,1,1,-45.1969,2300.18,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,0.0,17.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2524,2524,165,2013-02-25 15:00:46,7,100,,,219,46276,3,4.5,1,3.0,0.0632,4.63,20,83.8,0,22997,2,59,2,1,1,1,-44.8307,2300.04,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2525,2525,165,2013-02-25 15:00:46,7,100,,,219,48555,3,3.0,0,3.83,0.3112,4.57,33,53.6,1,22997,2,59,2,1,1,1,-43.9797,2300.98,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2526,2526,165,2013-02-25 15:00:46,7,100,,,219,50215,4,4.5,0,3.83,0.2486,5.07,1,94.52,1,22997,2,59,2,1,1,1,-37.4457,2301.45,0,0.0,,,0.0,0.0,9.0,-1.0,0.0,9.0,0.0,,,0.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,9.0,1,242.78,1,1.0,1.0
2527,2527,165,2013-02-25 15:00:46,7,100,,,219,51923,2,4.0,1,2.94,0.091,4.47,7,57.49,0,22997,2,59,2,1,1,1,-44.0249,2300.39,0,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2528,2528,165,2013-02-25 15:00:46,7,100,,,219,64020,3,4.0,0,3.83,0.328,4.6,18,76.01,1,22997,2,59,2,1,1,1,-40.6926,2300.99,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,0.0,11.0,1.0,,,1.0,,,1.0,0.0,11.0,0,,0,0.0,0.0
2529,2529,165,2013-02-25 15:00:46,7,100,,,219,77563,3,4.0,1,2.94,0.0843,4.51,8,83.8,0,22997,2,59,2,1,1,1,-44.5542,2300.44,0,0.0,,,0.0,0.0,,-1.0,,,-1.0,,,-1.0,0.0,14.0,-1.0,,,-1.0,,,-1.0,0.0,14.0,0,,0,0.0,0.0
2530,2530,165,2013-02-25 15:00:46,7,100,,,219,80034,3,4.0,1,3.91,0.3462,5.46,6,130.58,0,22997,2,59,2,1,1,1,-41.3824,2301.33,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2531,2531,165,2013-02-25 15:00:46,7,100,,,219,106070,3,4.5,1,3.71,0.1995,5.01,25,96.47,0,22997,2,59,2,1,1,1,-43.8887,2301.38,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2532,2532,165,2013-02-25 15:00:46,7,100,,,219,110990,3,4.0,1,3.4,0.0812,4.98,2,98.42,0,22997,2,59,2,1,1,1,-44.7587,2300.57,0,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2533,2533,165,2013-02-25 15:00:46,7,100,,,219,112711,3,4.0,1,3.74,0.2537,5.0,19,83.8,0,22997,2,59,2,1,1,1,-44.7525,2301.13,0,0.0,,,0.0,0.0,,0.0,0.0,,1.0,,,1.0,0.0,5.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2534,2534,165,2013-02-25 15:00:46,7,100,,,219,115954,3,3.0,0,3.87,0.3369,4.68,24,93.55,1,22997,2,59,2,1,1,1,-37.8545,2301.02,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,9.0,0.0,,,0.0,,,0.0,0.0,9.0,0,,0,0.0,0.0
2535,2535,165,2013-02-25 15:00:46,7,100,,,219,116176,3,4.0,1,4.06,0.3227,5.21,32,88.68,1,22997,2,59,2,1,1,1,-40.1404,2301.45,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2536,2536,165,2013-02-25 15:00:46,7,100,,,219,116217,2,2.5,1,3.71,0.2051,4.38,34,54.57,0,22997,2,59,2,1,1,1,-44.4167,2301.32,0,0.0,,,0.0,0.0,,-1.0,,,-1.0,,,-1.0,0.0,6.0,-1.0,,,-1.0,,,-1.0,0.0,6.0,0,,0,0.0,0.0
2537,2537,165,2013-02-25 15:00:46,7,100,,,219,119159,2,4.0,1,3.76,0.2216,4.67,12,65.29,0,22997,2,59,2,1,1,1,-44.0237,2301.13,0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2538,2538,165,2013-02-25 15:00:46,7,100,,,219,122589,3,4.0,0,3.93,0.3397,5.03,36,98.42,0,22997,2,59,2,1,1,1,-41.5061,2301.19,0,0.0,,,0.0,0.0,10.0,0.0,0.0,,0.0,,,0.0,0.0,11.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2539,2539,165,2013-02-25 15:00:46,7,100,,,219,133207,3,5.0,1,3.14,0.0366,4.91,15,163.71,0,22997,2,59,2,1,1,1,-44.4851,2301.39,0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2540,2540,165,2013-02-25 15:00:46,7,100,,,219,136833,4,4.0,1,3.22,0.0888,5.11,4,124.73,0,22997,2,59,2,1,1,1,-41.1246,2300.43,0,0.0,,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2541,2541,165,2013-02-25 15:00:46,7,100,,,219,136946,3,4.0,1,3.95,0.2762,5.0,38,88.68,0,22997,2,59,2,1,1,1,-44.0475,2301.52,0,0.0,,,0.0,,,0.0,1.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2542,2542,165,2013-02-25 15:00:46,7,100,,,219,140120,3,3.0,0,3.91,0.3855,5.13,26,78.93,1,22997,2,59,2,1,1,1,-44.2469,2301.21,0,0.0,,,0.0,0.0,8.0,0.0,0.0,,0.0,,,0.0,0.0,8.0,0.0,,,0.0,,,0.0,0.0,8.0,0,,0,0.0,0.0
2543,2543,168,2013-01-04 10:27:26,12,99,,,132,1057,3,2.0,0,5.51,0.6446,5.28,10,64.04,0,27231,1,5,1,0,1,0,,,0,-1.0,0.0,14.0,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,14.0,,,,,,,,-1.0,,0,,0,0.0,0.0
2544,2544,168,2013-01-04 10:27:26,12,99,,,132,6861,3,4.0,0,5.61,0.6856,5.29,22,81.02,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,1.0,1.0,,1.0,,,1.0,0.0,5.0,0,,0,0.0,0.0
2545,2545,168,2013-01-04 10:27:26,12,99,,,132,11608,3,4.0,0,5.53,0.5982,5.28,16,77.1,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,8.0,0,,0,0.0,0.0
2546,2546,168,2013-01-04 10:27:26,12,99,,,132,13108,1,2.5,0,5.72,0.7098,4.72,2,39.21,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,33.0,1.0,,,1.0,,,1.0,,,1.0,0.0,33.0,1.0,,,1.0,,,1.0,0.0,30.0,0,,0,0.0,0.0
2547,2547,168,2013-01-04 10:27:26,12,99,,,132,14049,3,4.5,1,5.57,0.1037,5.27,25,90.17,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,1.0,0.0,5.0,1.0,0.0,5.0,1.0,0.0,14.0,0,,0,0.0,0.0
2548,2548,168,2013-01-04 10:27:26,12,99,,,132,25357,2,2.5,0,5.89,0.2863,5.07,18,74.49,0,27231,1,5,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0.0,0.0
2549,2549,168,2013-01-04 10:27:26,12,99,,,132,26372,3,4.0,0,5.46,0.6066,5.28,32,103.24,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,1.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,0,0.0,0.0
2550,2550,168,2013-01-04 10:27:26,12,99,,,132,26975,1,3.5,0,5.69,0.6091,4.3,1,23.52,0,27231,1,5,1,0,1,0,,,0,-1.0,0.0,63.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
2551,2551,168,2013-01-04 10:27:26,12,99,,,132,32645,1,3.5,0,5.58,0.5512,4.88,9,64.04,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,-1.0,,0,,0,0.0,0.0
2552,2552,168,2013-01-04 10:27:26,12,99,,,132,35534,3,4.0,0,5.91,0.3316,5.14,31,103.24,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0,0.0,0.0
2553,2553,168,2013-01-04 10:27:26,12,99,,,132,37337,3,4.0,1,5.94,0.1979,5.41,26,87.56,1,27231,1,5,1,0,1,0,,,0,1.0,0.0,32.0,0.0,,,0.0,0.0,,1.0,,,1.0,0.0,24.0,1.0,0.0,4.0,1.0,0.0,12.0,1.0,0.0,31.0,0,,0,0.0,0.0
2554,2554,168,2013-01-04 10:27:26,12,99,,,132,41247,3,4.0,0,5.63,0.6221,5.34,36,103.24,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,12.0,,,,0,,0,0.0,0.0
2555,2555,168,2013-01-04 10:27:26,12,99,,,132,50157,2,3.0,0,5.74,0.7095,5.01,15,75.8,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,1.0,,0.0,0.0,,0,,0,0.0,0.0
2556,2556,168,2013-01-04 10:27:26,12,99,,,132,59978,3,4.0,0,5.63,0.6682,5.23,29,91.48,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,1.0,0.0,6.0,1,96.56,1,1.0,1.0
2557,2557,168,2013-01-04 10:27:26,12,99,,,132,60372,4,4.0,0,5.34,0.2687,5.31,33,103.24,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,,0,,0,0.0,0.0
2558,2558,168,2013-01-04 10:27:26,12,99,,,132,64685,3,2.5,0,5.66,0.7068,5.3,12,61.42,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,1.0,,,1.0,,,1.0,0.0,6.0,0,,0,0.0,0.0
2559,2559,168,2013-01-04 10:27:26,12,99,,,132,65573,3,4.0,0,5.71,0.6708,5.08,21,84.95,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,1.0,0.0,18.0,,,,0,,0,0.0,0.0
2560,2560,168,2013-01-04 10:27:26,12,99,,,132,69903,3,3.5,1,5.69,0.686,5.13,7,50.97,1,27231,1,5,1,0,1,0,,,0,1.0,0.0,5.0,1.0,,,1.0,0.0,17.0,1.0,,,1.0,0.0,5.0,1.0,,,1.0,0.0,5.0,1.0,0.0,20.0,0,,0,0.0,0.0
2561,2561,168,2013-01-04 10:27:26,12,99,,,132,70374,3,4.0,0,5.59,0.2146,5.28,19,78.41,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
2562,2562,168,2013-01-04 10:27:26,12,99,,,132,71107,3,3.0,0,5.58,0.1054,5.22,4,43.13,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,1.0,0.0,5.0,0,,0,0.0,0.0
2563,2563,168,2013-01-04 10:27:26,12,99,,,132,84503,3,3.0,0,5.57,0.4501,5.0,14,70.57,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,6.0,0.0,,,0.0,,,0.0,,,0.0,0.0,7.0,,,,,1.0,,,-1.0,,0,,0,0.0,0.0
2564,2564,168,2013-01-04 10:27:26,12,99,,,132,84539,3,3.5,0,5.72,0.6263,5.34,35,108.47,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,2.0,0.0,,,0.0,1.0,,0.0,,,0.0,0.0,,0.0,0.0,,-1.0,0.0,2.0,,,,0,,0,0.0,0.0
2565,2565,168,2013-01-04 10:27:26,12,99,,,132,91591,3,4.5,0,5.56,0.5405,5.24,30,98.01,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,-1.0,,0,,0,0.0,0.0
2566,2566,168,2013-01-04 10:27:26,12,99,,,132,92025,3,3.5,0,5.53,0.6611,5.32,34,104.55,0,27231,1,5,1,0,1,0,,,0,-1.0,0.0,5.0,0.0,,,0.0,1.0,,0.0,,,0.0,0.0,,1.0,0.0,5.0,1.0,0.0,5.0,0.0,0.0,,0,,0,0.0,0.0
2567,2567,168,2013-01-04 10:27:26,12,99,,,132,92039,3,4.0,0,5.7,0.7109,5.28,27,88.87,1,27231,1,5,1,0,1,0,,,0,1.0,0.0,15.0,1.0,,,1.0,,,1.0,,,1.0,0.0,8.0,1.0,,,1.0,,,1.0,0.0,14.0,0,,0,0.0,0.0
2568,2568,168,2013-01-04 10:27:26,12,99,,,132,100844,2,3.0,0,5.83,0.5428,4.46,20,78.41,0,27231,1,5,1,0,1,0,,,0,-1.0,0.0,79.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,-1.0,,0,,0,0.0,0.0
2569,2569,168,2013-01-04 10:27:26,12,99,,,132,104843,2,4.0,0,5.49,0.4718,5.21,28,90.17,0,27231,1,5,1,0,1,0,,,0,-1.0,0.0,16.0,-1.0,,,-1.0,,,-1.0,,,-1.0,0.0,21.0,-1.0,,,-1.0,,,-1.0,0.0,16.0,0,,0,0.0,0.0
2570,2570,168,2013-01-04 10:27:26,12,99,,,132,106379,1,3.0,0,5.65,0.7041,4.88,8,58.81,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2571,2571,168,2013-01-04 10:27:26,12,99,,,132,116392,1,3.5,0,5.43,0.4314,4.98,3,40.51,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,48.0,1.0,,,1.0,,,1.0,,,1.0,0.0,34.0,1.0,0.0,22.0,1.0,,,1.0,0.0,47.0,0,,0,0.0,0.0
2572,2572,168,2013-01-04 10:27:26,12,99,,,132,134618,3,3.0,0,5.46,0.5807,5.28,13,65.34,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,,0,,0,0.0,0.0
2573,2573,168,2013-01-04 10:27:26,12,99,,,132,134625,2,2.0,0,5.63,0.6966,4.84,6,49.66,0,27231,1,5,1,0,1,0,,,0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2574,2574,168,2013-01-04 10:27:26,12,99,,,132,136844,2,3.5,0,5.85,0.5783,5.27,24,84.95,0,27231,1,5,1,0,1,0,,,0,1.0,0.0,6.0,0.0,,,0.0,,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,5.0,0,,0,0.0,0.0
2575,2575,170,2013-03-07 18:13:21,5,219,,,219,3067,2,4.0,1,2.4,,4.29,32,82.0,0,17100,3,7,2,1,1,1,,349.59,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2576,2576,170,2013-03-07 18:13:21,5,219,,,219,4574,3,4.5,1,0.69,,5.15,28,134.0,0,17100,3,7,2,1,1,1,,355.28,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2577,2577,170,2013-03-07 18:13:21,5,219,,,219,9488,2,2.5,0,0.69,,4.4,33,75.0,0,17100,3,7,2,1,1,1,,345.97,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2578,2578,170,2013-03-07 18:13:21,5,219,,,219,10550,2,3.5,1,2.64,0.3965,4.61,10,85.0,0,17100,3,7,2,1,1,1,,355.43,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2579,2579,170,2013-03-07 18:13:21,5,219,,,219,26487,3,4.5,1,2.64,0.4107,5.06,4,112.0,0,17100,3,7,2,1,1,1,,355.5,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2580,2580,170,2013-03-07 18:13:21,5,219,,,219,26568,3,3.5,1,2.64,0.458,4.93,13,109.0,0,17100,3,7,2,1,1,1,,355.5,0,0.0,,,0.0,,,0.0,0.0,,1.0,,,1.0,0.0,14.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2581,2581,170,2013-03-07 18:13:21,5,219,,,219,34244,4,4.0,1,2.64,0.517,5.17,7,161.0,0,17100,3,7,2,1,1,1,,355.16,0,-1.0,,,-1.0,,,-1.0,0.0,4.0,0.0,,,0.0,0.0,11.0,-1.0,,,-1.0,,,-1.0,0.0,4.0,0,,0,0.0,0.0
2582,2582,170,2013-03-07 18:13:21,5,219,,,219,34393,3,4.5,1,1.1,,4.85,22,110.0,0,17100,3,7,2,1,1,1,,358.36,0,1.0,,,1.0,,,1.0,0.0,5.0,1.0,,,1.0,0.0,11.0,1.0,,,1.0,,,1.0,0.0,5.0,0,,0,0.0,0.0
2583,2583,170,2013-03-07 18:13:21,5,219,,,219,37272,3,2.0,0,1.1,,4.22,30,53.0,0,17100,3,7,2,1,1,1,,352.34,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2584,2584,170,2013-03-07 18:13:21,5,219,,,219,37326,3,4.5,1,2.56,0.2545,5.38,2,122.0,0,17100,3,7,2,1,1,1,,354.96,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,11.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2585,2585,170,2013-03-07 18:13:21,5,219,,,219,40394,4,4.0,1,1.61,,5.24,20,128.0,0,17100,3,7,2,1,1,1,,347.7,0,0.0,,,0.0,,,0.0,0.0,9.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2586,2586,170,2013-03-07 18:13:21,5,219,,,219,46385,4,4.0,1,2.64,0.5461,4.99,1,100.0,1,17100,3,7,2,1,1,1,,355.11,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2587,2587,170,2013-03-07 18:13:21,5,219,,,219,51816,3,5.0,1,1.1,,4.94,31,116.0,0,17100,3,7,2,1,1,1,,358.36,0,1.0,,,1.0,,,1.0,0.0,3.0,1.0,,,1.0,0.0,4.0,1.0,,,1.0,,,1.0,0.0,3.0,0,,0,0.0,0.0
2588,2588,170,2013-03-07 18:13:21,5,219,,,219,55267,3,4.5,1,1.1,,5.04,21,94.0,0,17100,3,7,2,1,1,1,,358.22,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,-1.0,,,-1.0,,,-1.0,0.0,40.0,1,327.99,1,1.0,1.0
2589,2589,170,2013-03-07 18:13:21,5,219,,,219,59397,3,4.5,1,0.69,,4.45,27,110.0,0,17100,3,7,2,1,1,1,,355.34,0,0.0,,,0.0,,,0.0,0.0,12.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2590,2590,170,2013-03-07 18:13:21,5,219,,,219,62309,2,4.5,1,2.4,,4.53,36,79.0,0,17100,3,7,2,1,1,1,,349.6,0,0.0,,,0.0,,,0.0,0.0,8.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2591,2591,170,2013-03-07 18:13:21,5,219,,,219,63425,3,4.5,1,2.48,,4.88,34,99.0,0,17100,3,7,2,1,1,1,,349.11,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2592,2592,170,2013-03-07 18:13:21,5,219,,,219,80455,3,4.0,1,2.64,0.4403,5.15,3,87.0,0,17100,3,7,2,1,1,1,,355.48,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2593,2593,170,2013-03-07 18:13:21,5,219,,,219,89809,3,4.5,1,0.0,,4.9,37,100.0,0,17100,3,7,2,1,1,1,,356.95,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2594,2594,170,2013-03-07 18:13:21,5,219,,,219,92350,4,4.0,1,2.48,,4.89,26,106.0,0,17100,3,7,2,1,1,1,,349.53,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,6.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2595,2595,170,2013-03-07 18:13:21,5,219,,,219,92529,4,4.0,1,2.4,,4.77,18,91.0,1,17100,3,7,2,1,1,1,,349.58,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2596,2596,170,2013-03-07 18:13:21,5,219,,,219,96446,4,4.5,1,1.95,,5.1,16,116.0,0,17100,3,7,2,1,1,1,,348.36,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,11.0,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2597,2597,170,2013-03-07 18:13:21,5,219,,,219,99466,3,4.5,1,2.48,,4.82,24,106.0,0,17100,3,7,2,1,1,1,,349.13,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2598,2598,170,2013-03-07 18:13:21,5,219,,,219,99756,5,4.5,1,1.95,,5.57,19,157.0,0,17100,3,7,2,1,1,1,,348.06,0,0.0,,,0.0,,,0.0,0.0,23.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2599,2599,170,2013-03-07 18:13:21,5,219,,,219,99965,3,3.5,0,1.95,,4.96,15,101.0,0,17100,3,7,2,1,1,1,,347.96,0,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
2600,2600,170,2013-03-07 18:13:21,5,219,,,219,103356,3,4.5,1,0.0,,5.25,25,122.0,0,17100,3,7,2,1,1,1,,355.63,0,0.0,,,0.0,,,0.0,0.0,18.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0,,0,0.0,0.0
